"Date","Price","Open","High","Low","Vol.","Change %"
"2022-02-02","14,691.71","14,691.71","14,691.71","14,691.71","","0.64%"
"2022-02-01","14,597.58","14,597.58","14,597.58","14,597.58","","0.77%"
"2022-01-31","14,485.61","14,485.61","14,485.61","14,485.61","","2.15%"
"2022-01-28","14,180.45","14,180.45","14,180.45","14,180.45","","2.45%"
"2022-01-27","13,841.24","13,841.24","13,841.24","13,841.24","","-0.71%"
"2022-01-26","13,939.75","13,939.75","13,939.75","13,939.75","","-0.31%"
"2022-01-25","13,982.41","13,982.41","13,982.41","13,982.41","","-1.35%"
"2022-01-24","14,173.27","14,173.27","14,173.27","14,173.27","","0.53%"
"2022-01-21","14,099.17","14,099.17","14,099.17","14,099.17","","-1.94%"
"2022-01-20","14,378.11","14,378.11","14,378.11","14,378.11","","-1.16%"
"2022-01-19","14,547.22","14,547.22","14,547.22","14,547.22","","-1.01%"
"2022-01-18","14,695.80","14,695.80","14,695.80","14,695.80","","-1.96%"
"2022-01-14","14,990.33","14,990.33","14,990.33","14,990.33","","0.05%"
"2022-01-13","14,983.13","14,983.13","14,983.13","14,983.13","","-1.43%"
"2022-01-12","15,200.98","15,200.98","15,200.98","15,200.98","","0.15%"
"2022-01-11","15,178.36","15,178.36","15,178.36","15,178.36","","0.99%"
"2022-01-10","15,029.44","15,029.44","15,029.44","15,029.44","","-0.15%"
"2022-01-07","15,051.41","15,051.41","15,051.41","15,051.41","","-0.48%"
"2022-01-06","15,124.08","15,124.08","15,124.08","15,124.08","","0.00%"
"2022-01-05","15,123.88","15,123.88","15,123.88","15,123.88","","-2.17%"
"2022-01-04","15,459.98","15,459.98","15,459.98","15,459.98","","-0.16%"
"2022-01-03","15,484.00","15,484.00","15,484.00","15,484.00","","0.60%"
"2021-12-31","15,391.17","15,391.17","15,391.17","15,391.17","","-0.27%"
"2021-12-30","15,433.34","15,433.34","15,433.34","15,433.34","","-0.20%"
"2021-12-29","15,464.23","15,464.23","15,464.23","15,464.23","","0.13%"
"2021-12-28","15,444.68","15,444.68","15,444.68","15,444.68","","-0.19%"
"2021-12-27","15,474.39","15,474.39","15,474.39","15,474.39","","1.28%"
"2021-12-23","15,278.61","15,278.61","15,278.61","15,278.61","","0.65%"
"2021-12-22","15,179.83","15,179.83","15,179.83","15,179.83","","0.98%"
"2021-12-21","15,032.36","15,032.36","15,032.36","15,032.36","","2.00%"
"2021-12-20","14,736.99","14,736.99","14,736.99","14,736.99","","-1.22%"
"2021-12-17","14,919.00","14,919.00","14,919.00","14,919.00","","-0.70%"
"2021-12-16","15,023.58","15,023.58","15,023.58","15,023.58","","-1.03%"
"2021-12-15","15,179.58","15,179.58","15,179.58","15,179.58","","1.61%"
"2021-12-14","14,938.35","14,938.35","14,938.35","14,938.35","","-0.78%"
"2021-12-13","15,055.83","15,055.83","15,055.83","15,055.83","","-0.95%"
"2021-12-10","15,199.89","15,199.89","15,199.89","15,199.89","","0.72%"
"2021-12-09","15,090.88","15,090.88","15,090.88","15,090.88","","-0.95%"
"2021-12-08","15,234.95","15,234.95","15,234.95","15,234.95","","0.43%"
"2021-12-07","15,169.13","15,169.13","15,169.13","15,169.13","","2.15%"
"2021-12-06","14,850.53","14,850.53","14,850.53","14,850.53","","1.22%"
"2021-12-03","14,671.07","14,671.07","14,671.07","14,671.07","","-1.07%"
"2021-12-02","14,829.30","14,829.30","14,829.30","14,829.30","","1.62%"
"2021-12-01","14,593.61","14,593.61","14,593.61","14,593.61","","-1.45%"
"2021-11-30","14,808.05","14,808.05","14,808.05","14,808.05","","-1.97%"
"2021-11-29","15,105.22","15,105.22","15,105.22","15,105.22","","1.11%"
"2021-11-26","14,938.69","14,938.69","14,938.69","14,938.69","","-2.31%"
"2021-11-24","15,291.23","15,291.23","15,291.23","15,291.23","","0.29%"
"2021-11-23","15,247.14","15,247.14","15,247.14","15,247.14","","0.05%"
"2021-11-22","15,239.50","15,239.50","15,239.50","15,239.50","","-0.46%"
"2021-11-19","15,310.41","15,310.41","15,310.41","15,310.41","","-0.27%"
"2021-11-18","15,351.12","15,351.12","15,351.12","15,351.12","","0.18%"
"2021-11-17","15,323.50","15,323.50","15,323.50","15,323.50","","-0.39%"
"2021-11-16","15,383.14","15,383.14","15,383.14","15,383.14","","0.41%"
"2021-11-15","15,320.31","15,320.31","15,320.31","15,320.31","","-0.04%"
"2021-11-12","15,326.06","15,326.06","15,326.06","15,326.06","","0.72%"
"2021-11-11","15,216.92","15,216.92","15,216.92","15,216.92","","0.14%"
"2021-11-10","15,195.88","15,195.88","15,195.88","15,195.88","","-0.97%"
"2021-11-09","15,344.08","15,344.08","15,344.08","15,344.08","","-0.32%"
"2021-11-08","15,392.93","15,392.93","15,392.93","15,392.93","","0.15%"
"2021-11-05","15,370.34","15,370.34","15,370.34","15,370.34","","0.40%"
"2021-11-04","15,309.56","15,309.56","15,309.56","15,309.56","","0.33%"
"2021-11-03","15,258.93","15,258.93","15,258.93","15,258.93","","0.74%"
"2021-11-02","15,147.14","15,147.14","15,147.14","15,147.14","","0.29%"
"2021-11-01","15,103.67","15,103.67","15,103.67","15,103.67","","0.44%"
"2021-10-29","15,036.93","15,036.93","15,036.93","15,036.93","","0.18%"
"2021-10-28","15,009.27","15,009.27","15,009.27","15,009.27","","1.09%"
"2021-10-27","14,847.00","14,847.00","14,847.00","14,847.00","","-0.74%"
"2021-10-26","14,957.51","14,957.51","14,957.51","14,957.51","","0.05%"
"2021-10-25","14,950.26","14,950.26","14,950.26","14,950.26","","0.50%"
"2021-10-22","14,875.56","14,875.56","14,875.56","14,875.56","","-0.14%"
"2021-10-21","14,896.87","14,896.87","14,896.87","14,896.87","","0.36%"
"2021-10-20","14,843.85","14,843.85","14,843.85","14,843.85","","0.39%"
"2021-10-19","14,786.46","14,786.46","14,786.46","14,786.46","","0.69%"
"2021-10-18","14,684.91","14,684.91","14,684.91","14,684.91","","0.35%"
"2021-10-15","14,633.37","14,633.37","14,633.37","14,633.37","","0.61%"
"2021-10-14","14,544.20","14,544.20","14,544.20","14,544.20","","1.68%"
"2021-10-13","14,304.34","14,304.34","14,304.34","14,304.34","","0.41%"
"2021-10-12","14,245.22","14,245.22","14,245.22","14,245.22","","-0.06%"
"2021-10-11","14,253.84","14,253.84","14,253.84","14,253.84","","-0.67%"
"2021-10-08","14,350.62","14,350.62","14,350.62","14,350.62","","-0.27%"
"2021-10-07","14,390.01","14,390.01","14,390.01","14,390.01","","0.96%"
"2021-10-06","14,252.67","14,252.67","14,252.67","14,252.67","","0.36%"
"2021-10-05","14,200.98","14,200.98","14,200.98","14,200.98","","1.00%"
"2021-10-04","14,059.76","14,059.76","14,059.76","14,059.76","","-1.34%"
"2021-10-01","14,250.33","14,250.33","14,250.33","14,250.33","","1.18%"
"2021-09-30","14,084.48","14,084.48","14,084.48","14,084.48","","-1.09%"
"2021-09-29","14,239.03","14,239.03","14,239.03","14,239.03","","0.09%"
"2021-09-28","14,226.62","14,226.62","14,226.62","14,226.62","","-2.09%"
"2021-09-27","14,530.75","14,530.75","14,530.75","14,530.75","","-0.16%"
"2021-09-24","14,554.55","14,554.55","14,554.55","14,554.55","","0.05%"
"2021-09-23","14,547.35","14,547.35","14,547.35","14,547.35","","1.24%"
"2021-09-22","14,369.28","14,369.28","14,369.28","14,369.28","","1.00%"
"2021-09-21","14,226.84","14,226.84","14,226.84","14,226.84","","-0.01%"
"2021-09-20","14,228.96","14,228.96","14,228.96","14,228.96","","-1.77%"
"2021-09-17","14,484.89","14,484.89","14,484.89","14,484.89","","-0.77%"
"2021-09-16","14,597.51","14,597.51","14,597.51","14,597.51","","-0.07%"
"2021-09-15","14,608.38","14,608.38","14,608.38","14,608.38","","0.86%"
"2021-09-14","14,484.09","14,484.09","14,484.09","14,484.09","","-0.62%"
"2021-09-13","14,574.05","14,574.05","14,574.05","14,574.05","","0.22%"
"2021-09-10","14,542.02","14,542.02","14,542.02","14,542.02","","-0.78%"
"2021-09-09","14,656.92","14,656.92","14,656.92","14,656.92","","-0.38%"
"2021-09-08","14,712.28","14,712.28","14,712.28","14,712.28","","-0.25%"
"2021-09-07","14,748.98","14,748.98","14,748.98","14,748.98","","-0.42%"
"2021-09-03","14,811.56","14,811.56","14,811.56","14,811.56","","-0.04%"
"2021-09-02","14,817.85","14,817.85","14,817.85","14,817.85","","0.36%"
"2021-09-01","14,765.39","14,765.39","14,765.39","14,765.39","","0.13%"
"2021-08-31","14,746.10","14,746.10","14,746.10","14,746.10","","-0.14%"
"2021-08-30","14,766.81","14,766.81","14,766.81","14,766.81","","0.34%"
"2021-08-27","14,716.38","14,716.38","14,716.38","14,716.38","","1.06%"
"2021-08-26","14,561.56","14,561.56","14,561.56","14,561.56","","-0.62%"
"2021-08-25","14,652.60","14,652.60","14,652.60","14,652.60","","0.27%"
"2021-08-24","14,612.97","14,612.97","14,612.97","14,612.97","","0.33%"
"2021-08-23","14,565.18","14,565.18","14,565.18","14,565.18","","0.98%"
"2021-08-20","14,423.79","14,423.79","14,423.79","14,423.79","","0.91%"
"2021-08-19","14,293.79","14,293.79","14,293.79","14,293.79","","-0.05%"
"2021-08-18","14,301.24","14,301.24","14,301.24","14,301.24","","-1.01%"
"2021-08-17","14,446.44","14,446.44","14,446.44","14,446.44","","-0.75%"
"2021-08-16","14,555.65","14,555.65","14,555.65","14,555.65","","0.07%"
"2021-08-13","14,546.12","14,546.12","14,546.12","14,546.12","","0.05%"
"2021-08-12","14,538.48","14,538.48","14,538.48","14,538.48","","0.29%"
"2021-08-11","14,497.05","14,497.05","14,497.05","14,497.05","","0.23%"
"2021-08-10","14,463.33","14,463.33","14,463.33","14,463.33","","0.05%"
"2021-08-09","14,456.33","14,456.33","14,456.33","14,456.33","","-0.09%"
"2021-08-06","14,469.11","14,469.11","14,469.11","14,469.11","","0.12%"
"2021-08-05","14,452.27","14,452.27","14,452.27","14,452.27","","0.72%"
"2021-08-04","14,348.27","14,348.27","14,348.27","14,348.27","","-0.47%"
"2021-08-03","14,416.41","14,416.41","14,416.41","14,416.41","","0.72%"
"2021-08-02","14,312.99","14,312.99","14,312.99","14,312.99","","-0.17%"
"2021-07-30","14,337.24","14,337.24","14,337.24","14,337.24","","-0.56%"
"2021-07-29","14,418.30","14,418.30","14,418.30","14,418.30","","0.43%"
"2021-07-28","14,356.75","14,356.75","14,356.75","14,356.75","","0.19%"
"2021-07-27","14,330.00","14,330.00","14,330.00","14,330.00","","-0.56%"
"2021-07-26","14,410.21","14,410.21","14,410.21","14,410.21","","0.19%"
"2021-07-23","14,382.47","14,382.47","14,382.47","14,382.47","","0.98%"
"2021-07-22","14,243.10","14,243.10","14,243.10","14,243.10","","0.06%"
"2021-07-21","14,233.99","14,233.99","14,233.99","14,233.99","","0.92%"
"2021-07-20","14,104.13","14,104.13","14,104.13","14,104.13","","1.73%"
"2021-07-19","13,864.52","13,864.52","13,864.52","13,864.52","","-1.49%"
"2021-07-16","14,073.92","14,073.92","14,073.92","14,073.92","","-0.74%"
"2021-07-15","14,178.83","14,178.83","14,178.83","14,178.83","","-0.34%"
"2021-07-14","14,227.03","14,227.03","14,227.03","14,227.03","","-0.14%"
"2021-07-13","14,246.65","14,246.65","14,246.65","14,246.65","","-0.56%"
"2021-07-12","14,327.20","14,327.20","14,327.20","14,327.20","","0.26%"
"2021-07-09","14,289.99","14,289.99","14,289.99","14,289.99","","1.25%"
"2021-07-08","14,113.42","14,113.42","14,113.42","14,113.42","","-0.86%"
"2021-07-07","14,235.86","14,235.86","14,235.86","14,235.86","","0.15%"
"2021-07-06","14,214.27","14,214.27","14,214.27","14,214.27","","-0.25%"
"2021-07-02","14,249.79","14,249.79","14,249.79","14,249.79","","0.57%"
"2021-07-01","14,168.45","14,168.45","14,168.45","14,168.45","","0.49%"
"2021-06-30","14,098.82","14,098.82","14,098.82","14,098.82","","0.05%"
"2021-06-29","14,091.51","14,091.51","14,091.51","14,091.51","","0.00%"
"2021-06-28","14,092.13","14,092.13","14,092.13","14,092.13","","0.15%"
"2021-06-25","14,070.52","14,070.52","14,070.52","14,070.52","","0.36%"
"2021-06-24","14,020.45","14,020.45","14,020.45","14,020.45","","0.67%"
"2021-06-23","13,927.68","13,927.68","13,927.68","13,927.68","","-0.05%"
"2021-06-22","13,935.14","13,935.14","13,935.14","13,935.14","","0.54%"
"2021-06-21","13,860.57","13,860.57","13,860.57","13,860.57","","1.43%"
"2021-06-18","13,665.11","13,665.11","13,665.11","13,665.11","","-1.30%"
"2021-06-17","13,844.85","13,844.85","13,844.85","13,844.85","","-0.08%"
"2021-06-16","13,856.02","13,856.02","13,856.02","13,856.02","","-0.49%"
"2021-06-15","13,924.30","13,924.30","13,924.30","13,924.30","","-0.27%"
"2021-06-14","13,961.72","13,961.72","13,961.72","13,961.72","","0.14%"
"2021-06-11","13,941.58","13,941.58","13,941.58","13,941.58","","0.31%"
"2021-06-10","13,897.90","13,897.90","13,897.90","13,897.90","","0.43%"
"2021-06-09","13,838.89","13,838.89","13,838.89","13,838.89","","-0.25%"
"2021-06-08","13,873.18","13,873.18","13,873.18","13,873.18","","0.15%"
"2021-06-07","13,852.62","13,852.62","13,852.62","13,852.62","","0.11%"
"2021-06-04","13,837.92","13,837.92","13,837.92","13,837.92","","0.86%"
"2021-06-03","13,720.45","13,720.45","13,720.45","13,720.45","","-0.45%"
"2021-06-02","13,783.04","13,783.04","13,783.04","13,783.04","","0.12%"
"2021-06-01","13,766.92","13,766.92","13,766.92","13,766.92","","0.05%"
"2021-05-28","13,759.52","13,759.52","13,759.52","13,759.52","","0.09%"
"2021-05-27","13,747.30","13,747.30","13,747.30","13,747.30","","0.21%"
"2021-05-26","13,718.27","13,718.27","13,718.27","13,718.27","","0.38%"
"2021-05-25","13,666.57","13,666.57","13,666.57","13,666.57","","-0.27%"
"2021-05-24","13,703.37","13,703.37","13,703.37","13,703.37","","0.96%"
"2021-05-21","13,572.77","13,572.77","13,572.77","13,572.77","","-0.04%"
"2021-05-20","13,578.72","13,578.72","13,578.72","13,578.72","","1.09%"
"2021-05-19","13,432.43","13,432.43","13,432.43","13,432.43","","-0.33%"
"2021-05-18","13,476.35","13,476.35","13,476.35","13,476.35","","-0.76%"
"2021-05-17","13,579.27","13,579.27","13,579.27","13,579.27","","-0.25%"
"2021-05-14","13,613.56","13,613.56","13,613.56","13,613.56","","1.65%"
"2021-05-13","13,392.59","13,392.59","13,392.59","13,392.59","","1.19%"
"2021-05-12","13,235.25","13,235.25","13,235.25","13,235.25","","-2.29%"
"2021-05-11","13,545.38","13,545.38","13,545.38","13,545.38","","-0.74%"
"2021-05-10","13,646.71","13,646.71","13,646.71","13,646.71","","-1.20%"
"2021-05-07","13,812.69","13,812.69","13,812.69","13,812.69","","0.84%"
"2021-05-06","13,698.07","13,698.07","13,698.07","13,698.07","","0.62%"
"2021-05-05","13,614.21","13,614.21","13,614.21","13,614.21","","-0.04%"
"2021-05-04","13,619.07","13,619.07","13,619.07","13,619.07","","-0.79%"
"2021-05-03","13,727.07","13,727.07","13,727.07","13,727.07","","0.22%"
"2021-04-30","13,697.00","13,697.00","13,697.00","13,697.00","","-0.77%"
"2021-04-29","13,803.96","13,803.96","13,803.96","13,803.96","","0.48%"
"2021-04-28","13,737.69","13,737.69","13,737.69","13,737.69","","-0.09%"
"2021-04-27","13,750.49","13,750.49","13,750.49","13,750.49","","-0.02%"
"2021-04-26","13,752.91","13,752.91","13,752.91","13,752.91","","0.33%"
"2021-04-23","13,707.26","13,707.26","13,707.26","13,707.26","","52.04%"
"2020-05-12","9,015.83","9,163.16","9,211.22","9,003.31","","-1.61%"
"2020-05-11","9,163.16","9,165.71","9,210.84","9,079.12","","-0.03%"
"2020-05-08","9,165.71","8,994.70","9,164.54","8,994.70","","1.90%"
"2020-05-07","8,994.70","8,877.89","9,057.49","8,877.89","","1.32%"
"2020-05-06","8,877.89","8,934.83","9,006.57","8,889.41","","-0.64%"
"2020-05-05","8,934.83","8,851.80","9,033.59","8,851.80","","0.94%"
"2020-05-04","8,851.80","8,810.75","8,853.77","8,704.50","","0.47%"
"2020-05-01","8,810.75","9,075.74","9,075.74","8,776.67","","-2.92%"
"2020-04-30","9,075.74","9,185.12","9,185.12","9,025.99","","-1.19%"
"2020-04-29","9,185.12","8,925.36","9,231.43","8,925.36","","2.91%"
"2020-04-28","8,925.36","8,958.57","9,099.54","8,913.69","","-0.37%"
"2020-04-27","8,958.57","8,801.02","8,987.06","8,801.02","","1.79%"
"2020-04-24","8,801.02","8,678.81","8,820.31","8,660.92","","1.41%"
"2020-04-23","8,678.81","8,673.18","8,821.47","8,669.47","","0.06%"
"2020-04-22","8,673.18","8,484.27","8,707.56","8,484.27","","2.23%"
"2020-04-21","8,484.27","8,750.99","8,750.99","8,451.86","","-3.05%"
"2020-04-20","8,750.99","8,902.27","8,902.27","8,739.73","","-1.70%"
"2020-04-17","8,902.27","8,653.54","8,878.69","8,653.54","","2.87%"
"2020-04-16","8,653.54","8,612.78","8,672.42","8,545.58","","0.47%"
"2020-04-15","8,612.78","8,818.79","8,818.79","8,548.39","","-2.34%"
"2020-04-14","8,818.79","8,562.01","8,829.08","8,562.01","","3.00%"
"2020-04-13","8,562.01","8,662.76","8,662.76","8,438.95","","-1.16%"
"2020-04-10","8,662.76","8,662.76","8,662.76","8,662.76","","0.00%"
"2020-04-09","8,662.76","8,511.39","8,748.17","8,511.39","","1.78%"
"2020-04-08","8,511.39","8,215.79","8,523.69","8,215.79","","3.60%"
"2020-04-07","8,215.79","8,219.27","8,507.17","8,219.27","","-0.04%"
"2020-04-06","8,219.27","7,669.48","8,164.12","7,669.48","","7.17%"
"2020-04-03","7,669.48","7,800.09","7,828.07","7,584.11","","-1.67%"
"2020-04-02","7,800.09","7,641.54","7,833.26","7,597.43","","2.07%"
"2020-04-01","7,641.54","8,014.32","8,014.32","7,573.54","","-4.65%"
"2020-03-31","8,014.32","8,136.25","8,179.44","7,963.09","","-1.50%"
"2020-03-30","8,136.25","7,886.66","8,126.28","7,886.66","","3.16%"
"2020-03-27","7,886.66","8,162.03","8,162.03","7,817.55","","-3.37%"
"2020-03-26","8,162.03","7,686.61","8,085.81","7,686.61","","6.18%"
"2020-03-25","7,686.61","7,582.36","7,979.84","7,470.03","","1.37%"
"2020-03-24","7,582.36","6,926.59","7,547.19","6,926.59","","9.47%"
"2020-03-23","6,926.59","7,124.06","7,124.06","6,774.60","","-2.77%"
"2020-03-20","7,124.06","7,435.27","7,588.63","7,144.85","","-4.19%"
"2020-03-19","7,435.27","7,347.49","7,595.37","7,118.13","","1.19%"
"2020-03-18","7,347.49","7,347.49","7,347.49","7,347.49","","-5.84%"
"2020-03-17","7,803.25","7,803.25","7,803.25","7,803.25","","5.79%"
"2020-03-16","7,375.96","7,375.96","7,375.96","7,375.96","","-12.31%"
"2020-03-13","8,411.64","8,411.64","8,411.64","8,411.64","","9.00%"
"2020-03-12","7,717.19","7,717.19","7,717.19","7,717.19","","-9.64%"
"2020-03-11","8,540.59","8,540.59","8,540.59","8,540.59","","-5.07%"
"2020-03-10","8,997.10","8,997.10","8,997.10","8,997.10","","4.74%"
"2020-03-09","8,590.02","8,590.02","8,590.02","8,590.02","","-7.84%"
"2020-03-06","9,320.61","9,320.61","9,320.61","9,320.61","","-1.77%"
"2020-03-05","9,488.67","9,488.67","9,488.67","9,488.67","","-3.36%"
"2020-03-04","9,818.45","9,818.45","9,818.45","9,818.45","","4.06%"
"2020-03-03","9,435.70","9,435.70","9,435.70","9,435.70","","-2.70%"
"2020-03-02","9,697.28","9,697.28","9,697.28","9,697.28","","4.36%"
"2020-02-28","9,292.15","9,292.15","9,292.15","9,292.15","","-0.87%"
"2020-02-27","9,373.36","9,373.36","9,373.36","9,373.36","","-4.31%"
"2020-02-26","9,795.71","9,795.71","9,795.71","9,795.71","","-0.54%"
"2020-02-25","9,848.49","9,848.49","9,848.49","9,848.49","","-3.08%"
"2020-02-24","10,161.82","10,161.82","10,161.82","10,161.82","","-3.29%"
"2020-02-21","10,507.61","10,507.61","10,507.61","10,507.61","","-1.05%"
"2020-02-20","10,619.44","10,619.44","10,619.44","10,619.44","","-0.28%"
"2020-02-19","10,649.64","10,649.64","10,649.64","10,649.64","","0.50%"
"2020-02-18","10,596.60","10,596.60","10,596.60","10,596.60","","-0.24%"
"2020-02-17","10,622.09","10,622.09","10,622.09","10,622.09","","0.00%"
"2020-02-14","10,622.09","10,622.09","10,622.09","10,622.09","","0.18%"
"2020-02-13","10,602.76","10,602.76","10,602.76","10,602.76","","-0.06%"
"2020-02-12","10,609.08","10,609.08","10,609.08","10,609.08","","0.65%"
"2020-02-11","10,540.07","10,540.07","10,540.07","10,540.07","","0.24%"
"2020-02-10","10,514.46","10,514.46","10,514.46","10,514.46","","0.74%"
"2020-02-07","10,437.29","10,437.29","10,437.29","10,437.29","","-0.57%"
"2020-02-06","10,496.61","10,496.61","10,496.61","10,496.61","","0.28%"
"2020-02-05","10,467.71","10,467.71","10,467.71","10,467.71","","1.02%"
"2020-02-04","10,362.47","10,362.47","10,362.47","10,362.47","","1.55%"
"2020-02-03","10,204.52","10,204.52","10,204.52","10,204.52","","0.83%"
"2020-01-31","10,120.77","10,120.77","10,120.77","10,120.77","","-1.77%"
"2020-01-30","10,303.41","10,303.41","10,303.41","10,303.41","","0.31%"
"2020-01-29","10,271.14","10,271.14","10,271.14","10,271.14","","-0.11%"
"2020-01-28","10,282.33","10,282.33","10,282.33","10,282.33","","1.00%"
"2020-01-27","10,180.12","10,180.12","10,180.12","10,180.12","","-1.53%"
"2020-01-24","10,338.19","10,338.19","10,338.19","10,338.19","","-0.92%"
"2020-01-23","10,434.44","10,434.44","10,434.44","10,434.44","","0.11%"
"2020-01-22","10,422.54","10,422.54","10,422.54","10,422.54","","0.04%"
"2020-01-21","10,418.40","10,418.40","10,418.40","10,418.40","","-0.28%"
"2020-01-20","10,447.91","10,447.91","10,447.91","10,447.91","","0.00%"
"2020-01-17","10,447.91","10,447.91","10,447.91","10,447.91","","0.29%"
"2020-01-16","10,417.55","10,417.55","10,417.55","10,417.55","","0.88%"
"2020-01-15","10,326.56","10,326.56","10,326.56","10,326.56","","0.19%"
"2020-01-14","10,306.56","10,306.56","10,306.56","10,306.56","","-0.07%"
"2020-01-13","10,314.20","10,314.20","10,314.20","10,314.20","","0.73%"
"2020-01-10","10,239.51","10,239.51","10,239.51","10,239.51","","-0.28%"
"2020-01-09","10,268.55","10,268.55","10,268.55","10,268.55","","0.64%"
"2020-01-08","10,203.60","10,203.60","10,203.60","10,203.60","","0.48%"
"2020-01-07","10,155.02","10,155.02","10,155.02","10,155.02","","-0.25%"
"2020-01-06","10,180.34","10,180.34","10,180.34","10,180.34","","0.34%"
"2020-01-03","10,146.16","10,146.16","10,146.16","10,146.16","","-0.62%"
"2020-01-02","10,209.34","10,209.34","10,209.34","10,209.34","","0.76%"
"2019-12-31","10,131.84","10,131.84","10,131.84","10,131.84","","0.30%"
"2019-12-30","10,101.22","10,101.22","10,101.22","10,101.22","","-0.54%"
"2019-12-27","10,155.67","10,155.67","10,155.67","10,155.67","","-0.05%"
"2019-12-26","10,160.83","10,160.83","10,160.83","10,160.83","","0.46%"
"2019-12-24","10,113.85","10,113.85","10,113.85","10,113.85","","0.02%"
"2019-12-23","10,112.32","10,112.32","10,112.32","10,112.32","","0.09%"
"2019-12-20","10,103.48","10,103.48","10,103.48","10,103.48","","0.49%"
"2019-12-19","10,053.94","10,053.94","10,053.94","10,053.94","","0.45%"
"2019-12-18","10,008.52","10,008.52","10,008.52","10,008.52","","0.00%"
"2019-12-17","10,008.79","10,008.79","10,008.79","10,008.79","","0.06%"
"2019-12-16","10,002.46","10,002.46","10,002.46","10,002.46","","0.73%"
"2019-12-13","9,929.58","9,929.58","9,929.58","9,929.58","","-0.01%"
"2019-12-12","9,930.75","9,930.75","9,930.75","9,930.75","","0.83%"
"2019-12-11","9,848.88","9,848.88","9,848.88","9,848.88","","0.25%"
"2019-12-10","9,824.53","9,824.53","9,824.53","9,824.53","","-0.10%"
"2019-12-09","9,834.09","9,834.09","9,834.09","9,834.09","","-0.31%"
"2019-12-06","9,864.73","9,864.73","9,864.73","9,864.73","","0.92%"
"2019-12-05","9,775.11","9,775.11","9,775.11","9,775.11","","0.15%"
"2019-12-04","9,760.53","9,760.53","9,760.53","9,760.53","","0.62%"
"2019-12-03","9,700.40","9,700.40","9,700.40","9,700.40","","-0.61%"
"2019-12-02","9,759.56","9,759.56","9,759.56","9,759.56","","-0.89%"
"2019-11-29","9,847.51","9,847.51","9,847.51","9,847.51","","-0.42%"
"2019-11-27","9,889.15","9,889.15","9,889.15","9,889.15","","0.45%"
"2019-11-26","9,844.90","9,844.90","9,844.90","9,844.90","","0.23%"
"2019-11-25","9,821.91","9,821.91","9,821.91","9,821.91","","0.89%"
"2019-11-22","9,735.74","9,735.74","9,735.74","9,735.74","","0.23%"
"2019-11-21","9,713.66","9,713.66","9,713.66","9,713.66","","-0.21%"
"2019-11-20","9,733.78","9,733.78","9,733.78","9,733.78","","-0.32%"
"2019-11-19","9,764.99","9,764.99","9,764.99","9,764.99","","0.02%"
"2019-11-18","9,763.49","9,763.49","9,763.49","9,763.49","","0.03%"
