"Date","Price","Open","High","Low","Vol.","Change %"
"2025-09-23","22,114.64","22,249.69","22,266.40","22,082.92","","-0.54%"
"2025-09-22","22,234.10","22,128.18","22,250.57","22,082.26","","0.41%"
"2025-09-19","22,143.91","22,117.30","22,167.57","22,036.19","","0.38%"
"2025-09-18","22,059.42","21,965.26","22,124.52","21,965.26","","0.63%"
"2025-09-17","21,920.65","21,936.98","22,022.77","21,764.88","","-0.07%"
"2025-09-16","21,937.08","21,988.06","21,993.49","21,904.65","","-0.11%"
"2025-09-15","21,962.17","21,884.79","21,980.85","21,884.79","","0.46%"
"2025-09-12","21,860.57","21,892.58","21,917.51","21,848.84","","-0.15%"
"2025-09-11","21,893.59","21,752.69","21,907.07","21,743.37","","0.93%"
"2025-09-10","21,692.45","21,711.88","21,777.49","21,640.93","","0.24%"
"2025-09-09","21,640.07","21,618.87","21,657.00","21,542.07","","0.19%"
"2025-09-08","21,598.54","21,593.87","21,633.41","21,556.41","","0.26%"
"2025-09-05","21,542.00","21,606.05","21,705.45","21,408.22","","-0.20%"
"2025-09-04","21,584.62","21,434.46","21,585.37","21,390.23","","0.88%"
"2025-09-03","21,396.18","21,306.26","21,419.23","21,295.35","","0.42%"
"2025-09-02","21,305.67","21,272.22","21,309.16","21,124.31","","-0.64%"
"2025-08-29","21,443.39","21,546.46","21,546.46","21,391.54","","-0.63%"
"2025-08-28","21,578.29","21,515.68","21,596.58","21,471.89","","0.36%"
"2025-08-27","21,501.72","21,428.19","21,520.99","21,419.68","","0.28%"
"2025-08-26","21,442.60","21,334.32","21,451.02","21,327.03","","0.45%"
"2025-08-25","21,347.18","21,423.64","21,436.87","21,346.30","","-0.47%"
"2025-08-22","21,447.35","21,146.79","21,489.34","21,143.63","","1.71%"
"2025-08-21","21,087.76","21,114.60","21,155.97","21,028.30","","-0.33%"
"2025-08-20","21,158.45","21,198.36","21,198.36","20,984.61","","-0.25%"
"2025-08-19","21,211.55","21,334.54","21,365.94","21,178.04","","-0.61%"
"2025-08-18","21,341.19","21,316.58","21,355.56","21,305.70","","0.03%"
"2025-08-15","21,333.93","21,422.25","21,425.10","21,310.31","","-0.25%"
"2025-08-14","21,388.24","21,347.10","21,408.92","21,307.22","","-0.12%"
"2025-08-13","21,412.99","21,383.59","21,430.42","21,327.75","","0.46%"
"2025-08-12","21,315.49","21,135.60","21,317.69","21,099.93","","1.27%"
"2025-08-11","21,048.60","21,105.76","21,158.85","21,020.77","","-0.25%"
"2025-08-08","21,101.19","21,007.73","21,122.23","21,007.73","","0.67%"
"2025-08-07","20,961.22","21,083.30","21,128.56","20,860.92","","-0.08%"
"2025-08-06","20,977.82","20,882.48","21,000.60","20,839.90","","0.66%"
"2025-08-05","20,840.92","20,957.32","20,988.36","20,793.21","","-0.43%"
"2025-08-04","20,930.56","20,724.91","20,931.42","20,724.91","","1.54%"
"2025-08-01","20,614.02","20,795.49","20,795.49","20,519.30","","-1.64%"
"2025-07-31","20,958.37","21,153.70","21,219.26","20,921.79","","-0.38%"
"2025-07-30","21,038.58","21,097.23","21,161.19","20,953.35","","-0.13%"
"2025-07-29","21,066.27","21,194.89","21,221.60","21,046.09","","-0.34%"
"2025-07-28","21,138.12","21,165.81","21,184.55","21,096.55","","-0.01%"
"2025-07-25","21,139.38","21,070.37","21,160.64","21,065.54","","0.44%"
"2025-07-24","21,046.57","21,042.08","21,108.18","21,042.08","","-0.05%"
"2025-07-23","21,056.57","20,929.50","21,061.94","20,924.72","","0.80%"
"2025-07-22","20,889.06","20,879.21","20,912.53","20,781.96","","0.14%"
"2025-07-21","20,859.08","20,884.12","20,973.22","20,854.73","","0.06%"
"2025-07-18","20,847.49","20,891.34","20,915.23","20,808.33","","-0.01%"
"2025-07-17","20,849.98","20,723.69","20,873.11","20,723.69","","0.62%"
"2025-07-16","20,721.77","20,674.03","20,736.97","20,504.90","","0.38%"
"2025-07-15","20,642.72","20,691.68","20,858.37","20,637.91","","-0.53%"
"2025-07-14","20,753.52","20,688.78","20,765.90","20,652.59","","0.23%"
"2025-07-11","20,705.98","20,748.85","20,748.85","20,652.73","","-0.42%"
"2025-07-10","20,793.49","20,745.89","20,828.92","20,696.04","","0.27%"
"2025-07-09","20,737.70","20,662.14","20,747.49","20,625.24","","0.64%"
"2025-07-08","20,606.23","20,625.76","20,663.40","20,583.20","","-0.04%"
"2025-07-07","20,614.92","20,722.35","20,723.93","20,519.33","","-0.81%"
"2025-07-03","20,782.84","20,658.50","20,797.11","20,658.50","","0.86%"
"2025-07-02","20,605.04","20,491.72","20,605.13","20,471.38","","0.54%"
"2025-07-01","20,494.35","20,453.10","20,542.08","20,417.45","","-0.06%"
"2025-06-30","20,506.76","20,450.68","20,538.14","20,418.44","","0.52%"
"2025-06-27","20,400.27","20,331.22","20,457.08","20,270.82","","0.49%"
"2025-06-26","20,300.39","20,175.80","20,316.40","20,175.80","","0.88%"
"2025-06-25","20,123.12","20,186.85","20,199.45","20,095.22","","-0.12%"
"2025-06-24","20,147.51","20,000.62","20,178.42","20,000.62","","1.15%"
"2025-06-23","19,917.71","19,724.80","19,927.98","19,639.04","","0.95%"
"2025-06-20","19,729.88","19,846.09","19,892.19","19,680.46","","-0.21%"
"2025-06-18","19,771.58","19,777.58","19,890.41","19,746.50","","0.03%"
"2025-06-17","19,765.68","19,872.00","19,897.25","19,743.71","","-0.83%"
"2025-06-16","19,931.95","19,822.30","19,988.61","19,822.30","","0.98%"
"2025-06-13","19,738.12","19,869.49","19,906.79","19,694.71","","-1.17%"
"2025-06-12","19,972.60","19,891.72","19,973.05","19,841.12","","0.30%"
"2025-06-11","19,912.04","19,998.69","20,037.54","19,854.65","","-0.27%"
"2025-06-10","19,965.63","19,885.08","19,977.82","19,852.99","","0.52%"
"2025-06-09","19,863.29","19,875.64","19,918.63","19,827.49","","0.10%"
"2025-06-06","19,844.27","19,748.95","19,889.95","19,748.95","","1.06%"
"2025-06-05","19,636.36","19,772.26","19,826.45","19,577.53","","-0.45%"
"2025-06-04","19,724.54","19,731.07","19,788.54","19,708.48","","0.02%"
"2025-06-03","19,720.92","19,601.51","19,754.66","19,571.27","","0.66%"
"2025-06-02","19,590.66","19,466.69","19,592.33","19,342.50","","0.39%"
"2025-05-30","19,515.33","19,498.47","19,548.17","19,296.63","","0.00%"
"2025-05-29","19,515.31","19,580.89","19,613.16","19,392.83","","0.37%"
"2025-05-28","19,443.76","19,571.44","19,612.05","19,424.84","","-0.59%"
"2025-05-27","19,559.37","19,288.39","19,566.90","19,288.39","","2.07%"
"2025-05-23","19,161.77","19,111.31","19,243.79","19,043.62","","-0.63%"
"2025-05-22","19,283.13","19,279.20","19,398.47","19,227.19","","-0.02%"
"2025-05-21","19,286.16","19,504.81","19,599.93","19,244.64","","-1.73%"
"2025-05-20","19,626.12","19,650.86","19,667.69","19,529.69","","-0.36%"
"2025-05-19","19,697.46","19,481.56","19,707.02","19,478.30","","0.06%"
"2025-05-16","19,684.99","19,574.36","19,685.22","19,517.32","","0.75%"
"2025-05-15","19,538.86","19,422.89","19,557.62","19,371.54","","0.39%"
"2025-05-14","19,462.47","19,454.69","19,513.43","19,401.54","","0.05%"
"2025-05-13","19,452.92","19,346.14","19,519.65","19,330.06","","0.73%"
"2025-05-12","19,312.35","19,191.61","19,314.46","19,128.95","","3.29%"
"2025-05-09","18,698.09","18,762.73","18,806.01","18,651.06","","-0.06%"
"2025-05-08","18,708.76","18,702.70","18,888.34","18,608.81","","0.73%"
"2025-05-07","18,573.04","18,523.05","18,641.41","18,408.87","","0.42%"
"2025-05-06","18,495.10","18,505.07","18,630.19","18,426.30","","-0.78%"
"2025-05-05","18,640.91","18,662.46","18,751.23","18,590.09","","-0.60%"
"2025-05-02","18,754.03","18,632.25","18,800.43","18,611.21","","2.19%"
"2025-04-30","18,352.06","18,097.40","18,390.13","17,910.72","","0.09%"
"2025-04-29","18,335.40","18,157.86","18,372.08","18,155.94","","0.59%"
"2025-04-28","18,227.99","18,230.85","18,308.28","18,032.43","","0.11%"
"2025-04-25","18,208.51","18,083.39","18,215.23","17,991.01","","0.67%"
"2025-04-24","18,087.33","17,745.64","18,099.78","17,719.33","","2.07%"
"2025-04-23","17,720.83","17,721.24","18,037.04","17,659.26","","1.67%"
"2025-04-22","17,429.32","17,181.83","17,496.58","17,156.06","","2.56%"
"2025-04-21","16,994.87","17,236.48","17,243.27","2,961.74","","-2.35%"
"2025-04-17","17,404.13","17,433.30","17,543.38","17,310.20","","0.23%"
"2025-04-16","17,364.90","17,548.51","17,649.69","17,184.63","","-2.10%"
"2025-04-15","17,736.79","17,780.66","17,910.37","17,701.39","","-0.13%"
"2025-04-14","17,759.01","17,879.91","17,916.90","17,596.04","","0.82%"
"2025-04-11","17,614.03","17,265.06","17,660.93","17,150.77","","-1.84%"
"2025-04-09","17,944.08","16,333.55","18,019.03","16,261.55","","9.53%"
"2025-04-08","16,383.06","16,956.94","17,322.99","16,151.93","","-1.66%"
"2025-04-07","16,659.89","16,336.02","17,271.33","15,915.33","","-0.30%"
"2025-04-04","16,710.00","17,485.86","17,485.86","16,697.43","","-5.88%"
"2025-04-03","17,753.59","18,276.25","18,276.25","17,737.14","","-5.05%"
"2025-04-02","18,698.38","18,415.22","18,772.12","18,348.58","","0.80%"
"2025-04-01","18,549.74","18,436.47","18,609.97","18,299.60","","0.40%"
"2025-03-31","18,476.02","18,269.67","18,528.74","18,074.33","","0.46%"
"2025-03-28","18,392.31","18,736.99","18,737.12","18,361.08","","-1.99%"
"2025-03-27","18,765.66","18,804.21","18,900.06","18,701.89","","-0.41%"
"2025-03-26","18,842.18","19,043.16","19,080.58","18,784.23","","-1.14%"
"2025-03-25","19,058.54","19,043.57","19,098.79","19,007.63","","0.10%"
"2025-03-24","19,038.82","18,829.51","19,057.97","18,829.51","","1.89%"
"2025-03-21","18,686.42","18,587.35","18,695.40","18,480.08","","0.05%"
"2025-03-20","18,678.00","18,674.85","18,840.31","18,593.65","","-0.24%"
"2025-03-19","18,723.69","18,555.89","18,850.34","18,535.63","","1.16%"
"2025-03-18","18,509.09","18,682.89","18,682.89","18,452.37","","-1.08%"
"2025-03-17","18,710.28","18,553.95","18,800.16","18,545.60","","0.77%"
"2025-03-14","18,567.83","18,259.84","18,585.52","18,259.84","","2.23%"
"2025-03-13","18,163.30","18,420.84","18,420.84","18,104.06","","-1.45%"
"2025-03-12","18,430.92","18,498.20","18,579.90","18,261.06","","0.49%"
"2025-03-11","18,341.42","18,440.69","18,547.41","18,196.96","","-2.86%"
"2025-03-06","18,882.36","18,882.36","18,882.36","18,882.36","","-1.88%"
"2025-03-05","19,244.64","19,244.64","19,244.64","19,244.64","","1.16%"
"2025-03-04","19,024.80","19,024.80","19,024.80","19,024.80","","-1.22%"
"2025-03-03","19,260.61","19,260.61","19,260.61","19,260.61","","-1.83%"
"2025-02-28","19,620.49","19,620.49","19,620.49","19,620.49","","1.55%"
"2025-02-27","19,320.41","19,320.41","19,320.41","19,320.41","","-1.55%"
"2025-02-26","19,624.30","19,624.30","19,624.30","19,624.30","","0.05%"
"2025-02-25","19,615.23","19,615.23","19,615.23","19,615.23","","-0.50%"
"2025-02-24","19,714.38","19,714.38","19,714.38","19,714.38","","-0.51%"
"2025-02-21","19,816.43","19,816.43","19,816.43","19,816.43","","-1.88%"
"2025-02-20","20,196.88","20,196.88","20,196.88","20,196.88","","-0.52%"
"2025-02-19","20,303.09","20,303.09","20,303.09","20,303.09","","0.12%"
"2025-02-18","20,278.96","20,278.96","20,278.96","20,278.96","","0.28%"
"2025-02-14","20,222.28","20,222.28","20,222.28","20,222.28","","0.01%"
"2025-02-13","20,219.62","20,219.62","20,219.62","20,219.62","","1.06%"
"2025-02-12","20,007.87","20,007.87","20,007.87","20,007.87","","-0.31%"
"2025-02-11","20,069.95","20,069.95","20,069.95","20,069.95","","-0.07%"
"2025-02-10","20,084.80","20,084.80","20,084.80","20,084.80","","0.64%"
"2025-02-07","19,956.36","19,956.36","19,956.36","19,956.36","","-0.94%"
"2025-02-06","20,145.65","20,145.65","20,145.65","20,145.65","","0.29%"
"2025-02-05","20,086.98","20,086.98","20,086.98","20,086.98","","0.45%"
"2025-02-04","19,996.51","19,996.51","19,996.51","19,996.51","","0.75%"
"2025-02-03","19,848.23","19,848.23","19,848.23","19,848.23","","-0.78%"
"2025-01-31","20,003.84","20,003.84","20,003.84","20,003.84","","-0.51%"
"2025-01-30","20,106.08","20,106.08","20,106.08","20,106.08","","0.61%"
"2025-01-29","19,983.66","19,983.66","19,983.66","19,983.66","","-0.43%"
"2025-01-28","20,070.58","20,070.58","20,070.58","20,070.58","","0.88%"
"2025-01-27","19,896.02","19,896.02","19,896.02","19,896.02","","-1.42%"
"2025-01-24","20,183.04","20,183.04","20,183.04","20,183.04","","-0.25%"
"2025-01-23","20,233.19","20,233.19","20,233.19","20,233.19","","0.51%"
"2025-01-22","20,131.46","20,131.46","20,131.46","20,131.46","","0.49%"
"2025-01-21","20,033.63","20,033.63","20,033.63","20,033.63","","0.99%"
"2025-01-17","19,838.05","19,838.05","19,838.05","19,838.05","","0.95%"
"2025-01-16","19,652.04","19,652.04","19,652.04","19,652.04","","-0.09%"
"2025-01-15","19,669.65","19,669.65","19,669.65","19,669.65","","1.84%"
"2025-01-14","19,315.10","19,315.10","19,315.10","19,315.10","","0.24%"
"2025-01-13","19,268.55","19,268.55","19,268.55","19,268.55","","0.19%"
"2025-01-10","19,231.18","19,231.18","19,231.18","19,231.18","","-1.54%"
"2025-01-08","19,531.89","19,531.89","19,531.89","19,531.89","","0.13%"
"2025-01-07","19,506.89","19,506.89","19,506.89","19,506.89","","-1.10%"
"2025-01-06","19,723.14","19,723.14","19,723.14","19,723.14","","0.53%"
"2025-01-03","19,618.87","19,428.11","19,637.34","19,428.11","","1.32%"
"2025-01-02","19,362.67","19,463.52","19,578.54","19,240.10","","-0.15%"
"2024-12-31","19,391.68","19,506.64","19,550.33","19,351.20","","-0.38%"
"2024-12-30","19,465.91","19,517.80","19,571.86","19,335.98","","-1.04%"
"2024-12-27","19,671.48","19,807.62","19,807.62","19,549.18","","-1.13%"
"2024-12-26","19,895.34","19,834.02","19,927.02","19,786.08","","0.02%"
"2024-12-24","19,890.75","19,708.34","19,890.90","19,703.92","","1.08%"
"2024-12-23","19,677.32","19,570.54","19,687.94","19,454.77","","0.61%"
"2024-12-20","19,557.91","19,557.91","19,557.91","19,557.91","","1.10%"
"2024-12-19","19,344.56","19,344.56","19,344.56","19,344.56","","-0.11%"
"2024-12-18","19,366.22","19,366.22","19,366.22","19,366.22","","-3.15%"
"2024-12-17","19,996.77","19,996.77","19,996.77","19,996.77","","-0.49%"
"2024-12-16","20,094.59","20,094.59","20,094.59","20,094.59","","0.41%"
"2024-12-13","20,011.92","20,011.92","20,011.92","20,011.92","","-0.05%"
"2024-12-12","20,021.93","20,021.93","20,021.93","20,021.93","","-0.59%"
"2024-12-11","20,139.96","20,139.96","20,139.96","20,139.96","","0.83%"
"2024-12-10","19,974.24","19,974.24","19,974.24","19,974.24","","-0.38%"
"2024-12-09","20,049.64","20,049.64","20,049.64","20,049.64","","-0.69%"
"2024-12-06","20,188.09","20,188.09","20,188.09","20,188.09","","0.31%"
"2024-12-05","20,125.11","20,125.11","20,125.11","20,125.11","","-0.29%"
"2024-12-04","20,184.44","20,184.44","20,184.44","20,184.44","","0.68%"
"2024-12-03","20,048.30","20,048.30","20,048.30","20,048.30","","0.02%"
"2024-12-02","20,045.23","20,045.23","20,045.23","20,045.23","","0.21%"
"2024-11-29","20,003.08","20,003.08","20,003.08","20,003.08","","0.51%"
"2024-11-27","19,901.13","19,901.13","19,901.13","19,901.13","","-0.34%"
"2024-11-26","19,968.90","19,968.90","19,968.90","19,968.90","","0.42%"
"2024-11-25","19,885.42","19,885.42","19,885.42","19,885.42","","0.44%"
"2024-11-22","19,797.47","19,797.47","19,797.47","19,797.47","","0.54%"
"2024-11-21","19,690.76","19,690.76","19,690.76","19,690.76","","0.69%"
"2024-11-20","19,555.09","19,555.09","19,555.09","19,555.09","","0.06%"
"2024-11-19","19,544.10","19,544.10","19,544.10","19,544.10","","0.46%"
"2024-11-18","19,455.39","19,455.39","19,455.39","19,455.39","","0.42%"
"2024-11-15","19,374.88","19,374.88","19,374.88","19,374.88","","-1.30%"
"2024-11-14","19,630.88","19,630.88","19,630.88","19,630.88","","-0.67%"
"2024-11-13","19,763.38","19,763.38","19,763.38","19,763.38","","-0.05%"
"2024-11-12","19,773.93","19,773.93","19,773.93","19,773.93","","-0.39%"
"2024-11-11","19,850.63","19,850.63","19,850.63","19,850.63","","0.31%"
"2024-11-08","19,788.76","19,788.76","19,788.76","19,788.76","","0.44%"
"2024-11-07","19,702.24","19,702.24","19,702.24","19,702.24","","0.69%"
"2024-11-06","19,567.26","19,567.26","19,567.26","19,567.26","","2.81%"
"2024-11-05","19,033.16","19,033.16","19,033.16","19,033.16","","1.30%"
"2024-11-04","18,789.00","18,789.00","18,789.00","18,789.00","","-0.22%"
"2024-11-01","18,830.70","18,830.70","18,830.70","18,830.70","","0.40%"
"2024-10-31","18,755.39","18,755.39","18,755.39","18,755.39","","-1.79%"
"2024-10-30","19,096.98","19,096.98","19,096.98","19,096.98","","-0.29%"
"2024-10-29","19,152.35","19,152.35","19,152.35","19,152.35","","0.15%"
"2024-10-28","19,124.13","19,124.13","19,124.13","19,124.13","","0.39%"
"2024-10-25","19,049.21","19,049.21","19,049.21","19,049.21","","-0.09%"
"2024-10-24","19,066.35","19,066.35","19,066.35","19,066.35","","0.24%"
"2024-10-23","19,020.91","19,020.91","19,020.91","19,020.91","","-0.89%"
"2024-10-22","19,191.46","19,191.46","19,191.46","19,191.46","","-0.10%"
"2024-10-21","19,210.26","19,210.26","19,210.26","19,210.26","","-0.31%"
"2024-10-18","19,270.60","19,270.60","19,270.60","19,270.60","","0.38%"
"2024-10-17","19,198.48","19,198.48","19,198.48","19,198.48","","-0.03%"
"2024-10-16","19,203.61","19,203.61","19,203.61","19,203.61","","0.54%"
"2024-10-15","19,099.83","19,099.83","19,099.83","19,099.83","","-0.67%"
"2024-10-14","19,227.98","19,227.98","19,227.98","19,227.98","","0.75%"
"2024-10-11","19,085.42","19,085.42","19,085.42","19,085.42","","0.76%"
"2024-10-10","18,941.57","18,941.57","18,941.57","18,941.57","","-0.19%"
"2024-10-09","18,978.51","18,978.51","18,978.51","18,978.51","","0.70%"
"2024-10-08","18,847.35","18,847.35","18,847.35","18,847.35","","0.87%"
"2024-10-07","18,685.64","18,685.64","18,685.64","18,685.64","","-0.95%"
"2024-10-04","18,864.23","18,864.23","18,864.23","18,864.23","","0.98%"
"2024-10-03","18,681.31","18,681.31","18,681.31","18,681.31","","-0.21%"
"2024-10-02","18,720.61","18,720.61","18,720.61","18,720.61","","0.02%"
"2024-10-01","18,717.64","18,717.64","18,717.64","18,717.64","","-0.93%"
"2024-09-30","18,894.14","18,894.14","18,894.14","18,894.14","","0.39%"
"2024-09-27","18,821.02","18,821.02","18,821.02","18,821.02","","-0.06%"
"2024-09-26","18,832.88","18,832.88","18,832.88","18,832.88","","0.43%"
"2024-09-25","18,751.87","18,751.87","18,751.87","18,751.87","","-0.29%"
"2024-09-24","18,806.01","18,806.01","18,806.01","18,806.01","","0.24%"
"2024-09-23","18,760.94","18,760.94","18,760.94","18,760.94","","0.26%"
"2024-09-20","18,712.48","18,712.48","18,712.48","18,712.48","","-0.25%"
"2024-09-19","18,759.96","18,759.96","18,759.96","18,759.96","","1.74%"
"2024-09-18","18,439.22","18,439.22","18,439.22","18,439.22","","-0.24%"
"2024-09-17","18,483.55","18,483.55","18,483.55","18,483.55","","0.09%"
"2024-09-16","18,466.68","18,466.68","18,466.68","18,466.68","","0.20%"
"2024-09-13","18,429.71","18,429.71","18,429.71","18,429.71","","0.72%"
"2024-09-12","18,298.54","18,298.54","18,298.54","18,298.54","","0.79%"
"2024-09-11","18,155.59","18,155.59","18,155.59","18,155.59","","1.02%"
"2024-09-10","17,972.66","17,972.66","17,972.66","17,972.66","","0.40%"
"2024-09-09","17,901.64","17,901.64","17,901.64","17,901.64","","1.10%"
"2024-09-06","17,707.46","17,707.46","17,707.46","17,707.46","","-1.71%"
"2024-09-05","18,016.44","18,016.44","18,016.44","18,016.44","","-0.33%"
"2024-09-04","18,075.43","18,075.43","18,075.43","18,075.43","","-0.18%"
"2024-09-03","18,107.45","18,107.45","18,107.45","18,107.45","","-2.18%"
"2024-08-30","18,511.22","18,511.22","18,511.22","18,511.22","","0.99%"
"2024-08-29","18,329.26","18,329.26","18,329.26","18,329.26","","0.09%"
"2024-08-28","18,312.65","18,312.65","18,312.65","18,312.65","","-0.62%"
"2024-08-27","18,426.33","18,426.33","18,426.33","18,426.33","","0.10%"
"2024-08-26","18,408.45","18,408.45","18,408.45","18,408.45","","-0.30%"
"2024-08-23","18,464.13","18,464.13","18,464.13","18,464.13","","1.32%"
"2024-08-22","18,223.56","18,223.56","18,223.56","18,223.56","","-0.89%"
"2024-08-21","18,387.40","18,387.40","18,387.40","18,387.40","","0.54%"
"2024-08-20","18,288.59","18,288.59","18,288.59","18,288.59","","-0.29%"
"2024-08-19","18,341.07","18,341.07","18,341.07","18,341.07","","0.99%"
"2024-08-16","18,161.43","18,161.43","18,161.43","18,161.43","","0.21%"
"2024-08-15","18,122.64","18,122.64","18,122.64","18,122.64","","1.71%"
"2024-08-14","17,818.51","17,818.51","17,818.51","17,818.51","","0.33%"
"2024-08-13","17,759.26","17,759.26","17,759.26","17,759.26","","1.68%"
"2024-08-12","17,465.40","17,465.40","17,465.40","17,465.40","","-0.09%"
"2024-08-09","17,480.88","17,480.88","17,480.88","17,480.88","","0.45%"
"2024-08-08","17,403.09","17,403.09","17,403.09","17,403.09","","2.36%"
"2024-08-07","17,002.65","17,002.65","17,002.65","17,002.65","","-0.80%"
"2024-08-06","17,140.46","17,140.46","17,140.46","17,140.46","","1.05%"
"2024-08-05","16,962.41","16,962.41","16,962.41","16,962.41","","-2.99%"
"2024-08-02","17,484.39","17,484.39","17,484.39","17,484.39","","-2.02%"
"2024-08-01","17,843.97","17,843.97","17,843.97","17,843.97","","-1.51%"
"2024-07-31","18,116.84","18,116.84","18,116.84","18,116.84","","1.46%"
"2024-07-30","17,855.84","17,855.84","17,855.84","17,855.84","","-0.41%"
"2024-07-29","17,929.37","17,929.37","17,929.37","17,929.37","","0.01%"
"2024-07-26","17,927.22","17,927.22","17,927.22","17,927.22","","1.17%"
"2024-07-25","17,720.26","17,720.26","17,720.26","17,720.26","","-0.31%"
"2024-07-24","17,775.40","17,775.40","17,775.40","17,775.40","","-2.34%"
"2024-07-23","18,200.63","18,200.63","18,200.63","18,200.63","","-0.05%"
"2024-07-22","18,209.69","18,209.69","18,209.69","18,209.69","","1.10%"
"2024-07-19","18,010.85","18,010.85","18,010.85","18,010.85","","-0.64%"
"2024-07-18","18,127.25","18,127.25","18,127.25","18,127.25","","-0.88%"
"2024-07-17","18,288.97","18,288.97","18,288.97","18,288.97","","-1.41%"
"2024-07-16","18,550.16","18,550.16","18,550.16","18,550.16","","0.89%"
"2024-07-15","18,387.12","18,387.12","18,387.12","18,387.12","","0.40%"
"2024-07-12","18,313.29","18,313.29","18,313.29","18,313.29","","0.61%"
"2024-07-11","18,203.04","18,203.04","18,203.04","18,203.04","","-0.47%"
"2024-07-10","18,289.07","18,289.07","18,289.07","18,289.07","","1.00%"
"2024-07-09","18,107.49","18,107.49","18,107.49","18,107.49","","0.00%"
"2024-07-08","18,107.75","18,107.75","18,107.75","18,107.75","","0.13%"
"2024-07-05","18,085.08","18,085.08","18,085.08","18,085.08","","0.46%"
"2024-07-03","18,002.70","18,002.70","18,002.70","18,002.70","","0.48%"
"2024-07-02","17,917.31","17,917.31","17,917.31","17,917.31","","0.57%"
"2024-07-01","17,815.18","17,815.18","17,815.18","17,815.18","","0.16%"
"2024-06-28","17,786.22","17,786.22","17,786.22","17,786.22","","-0.30%"
"2024-06-27","17,839.66","17,839.66","17,839.66","17,839.66","","0.17%"
"2024-06-26","17,810.06","17,810.06","17,810.06","17,810.06","","0.12%"
"2024-06-25","17,788.60","17,788.60","17,788.60","17,788.60","","0.28%"
"2024-06-24","17,739.06","17,739.06","17,739.06","17,739.06","","-0.19%"
"2024-06-21","17,773.07","17,773.07","17,773.07","17,773.07","","-0.10%"
"2024-06-20","17,790.00","17,790.00","17,790.00","17,790.00","","-0.24%"
"2024-06-18","17,832.22","17,832.22","17,832.22","17,832.22","","0.23%"
"2024-06-17","17,790.56","17,790.56","17,790.56","17,790.56","","0.77%"
"2024-06-14","17,655.41","17,655.41","17,655.41","17,655.41","","-0.15%"
"2024-06-13","17,682.71","17,682.71","17,682.71","17,682.71","","0.07%"
"2024-06-12","17,669.82","17,669.82","17,669.82","17,669.82","","0.92%"
"2024-06-11","17,508.67","17,508.67","17,508.67","17,508.67","","0.21%"
"2024-06-10","17,471.89","17,471.89","17,471.89","17,471.89","","0.30%"
"2024-06-07","17,420.43","17,420.43","17,420.43","17,420.43","","-0.20%"
"2024-06-06","17,454.93","17,454.93","17,454.93","17,454.93","","-0.06%"
"2024-06-05","17,466.12","17,466.12","17,466.12","17,466.12","","1.20%"
"2024-06-04","17,258.74","17,258.74","17,258.74","17,258.74","","0.00%"
"2024-06-03","17,259.12","17,259.12","17,259.12","17,259.12","","0.04%"
"2024-05-31","17,252.13","17,252.13","17,252.13","17,252.13","","0.76%"
"2024-05-30","17,121.82","17,121.82","17,121.82","17,121.82","","-0.44%"
"2024-05-29","17,197.77","17,197.77","17,197.77","17,197.77","","-0.80%"
"2024-05-28","17,336.43","17,336.43","17,336.43","17,336.43","","-0.05%"
"2024-05-24","17,345.67","17,345.67","17,345.67","17,345.67","","0.72%"
"2024-05-23","17,221.73","17,221.73","17,221.73","17,221.73","","-0.84%"
"2024-05-22","17,368.43","17,368.43","17,368.43","17,368.43","","-0.33%"
"2024-05-21","17,426.40","17,426.40","17,426.40","17,426.40","","0.18%"
"2024-05-20","17,394.66","17,394.66","17,394.66","17,394.66","","0.12%"
"2024-05-17","17,373.07","17,373.07","17,373.07","17,373.07","","0.12%"
"2024-05-16","17,351.94","17,351.94","17,351.94","17,351.94","","-0.25%"
"2024-05-15","17,395.36","17,395.36","17,395.36","17,395.36","","1.17%"
"2024-05-14","17,193.80","17,193.80","17,193.80","17,193.80","","0.56%"
"2024-05-13","17,097.57","17,097.57","17,097.57","17,097.57","","-0.02%"
"2024-05-10","17,101.17","17,101.17","17,101.17","17,101.17","","0.11%"
"2024-05-09","17,081.57","17,081.57","17,081.57","17,081.57","","0.58%"
"2024-05-08","16,983.65","16,983.65","16,983.65","16,983.65","","-0.07%"
"2024-05-07","16,994.70","16,994.70","16,994.70","16,994.70","","0.10%"
"2024-05-06","16,977.39","16,977.39","16,977.39","16,977.39","","1.08%"
"2024-05-03","16,795.36","16,795.36","16,795.36","16,795.36","","1.20%"
"2024-05-02","16,596.85","16,596.85","16,596.85","16,596.85","","0.99%"
"2024-05-01","16,434.35","16,434.35","16,434.35","16,434.35","","-0.24%"
"2024-04-30","16,473.80","16,473.80","16,473.80","16,473.80","","-1.63%"
"2024-04-29","16,747.24","16,747.24","16,747.24","16,747.24","","0.34%"
"2024-04-26","16,690.26","16,690.26","16,690.26","16,690.26","","0.98%"
"2024-04-25","16,528.71","16,528.71","16,528.71","16,528.71","","-0.47%"
"2024-04-24","16,607.45","16,607.45","16,607.45","16,607.45","","-0.01%"
"2024-04-23","16,609.12","16,609.12","16,609.12","16,609.12","","1.28%"
"2024-04-22","16,399.67","16,399.67","16,399.67","16,399.67","","0.88%"
"2024-04-19","16,256.07","16,256.07","16,256.07","16,256.07","","-0.74%"
